Epoch,loss,feat_num
122,0.47634347081184386,445.0
123,0.48034708201885223,445.0
124,0.4754695862531662,445.0
125,0.47842021882534025,445.0
126,0.4907859623432159,445.0
127,0.4806142061948776,445.0
128,0.47715245485305785,445.0
129,0.4761077105998993,445.0
130,0.476893225312233,445.0
131,0.4774906724691391,445.0
132,0.472722265124321,445.0
133,0.4700013041496277,445.0
134,0.4691371202468872,445.0
135,0.4688678801059723,445.0
136,0.467781001329422,445.0
137,0.4713891357183456,445.0
138,0.4725168257951736,445.0
139,0.46924246549606324,445.0
140,0.4652871549129486,445.0
141,0.46716106235980986,445.0
142,0.47119312584400175,445.0
143,0.4829147636890411,445.0
144,0.4782468229532242,445.0
145,0.4762742340564728,445.0
146,0.46962056756019593,445.0
147,0.4688215106725693,445.0
148,0.4764215975999832,445.0
149,0.474733105301857,445.0
150,0.48267140686511995,445.0
151,0.48115588128566744,445.0
152,0.46853138208389283,445.0
153,0.47622058987617494,445.0
154,0.4740093916654587,445.0
155,0.4681358814239502,445.0
156,0.46623975336551665,445.0
157,0.46757218837738035,445.0
158,0.46863958835601804,445.0
159,0.467602413892746,445.0
160,0.46797698736190796,445.0
161,0.46401354372501374,445.0
162,0.46084907948970794,445.0
163,0.4597635805606842,445.0
164,0.4587879002094269,445.0
165,0.46011456847190857,445.0
166,0.4602087289094925,445.0
167,0.4585029065608978,445.0
168,0.4574113070964813,445.0
169,0.46227445006370543,445.0
170,0.4623402088880539,445.0
171,0.4530324339866638,445.0
172,0.4582575410604477,445.0
173,0.452927565574646,445.0
174,0.4515302449464798,445.0
175,0.45303497314453123,445.0
176,0.45484125316143037,445.0
177,0.4504384696483612,445.0
178,0.4476644903421402,445.0
179,0.44707239270210264,445.0
180,0.44614885449409486,445.0
181,0.4481178641319275,445.0
182,0.44680277407169344,445.0
183,0.44309528172016144,445.0
184,0.440336138010025,445.0
185,0.4440517514944077,445.0
186,0.4469766318798065,445.0
187,0.44334627985954284,445.0
188,0.44148457050323486,445.0
189,0.4414937973022461,445.0
190,0.4389628112316132,445.0
191,0.4415018200874329,445.0
192,0.44754003882408144,445.0
193,0.4478145569562912,445.0
194,0.46123823821544646,445.0
195,0.4573849767446518,445.0
196,0.46054520905017854,445.0
197,0.4487303256988525,445.0
198,0.4436159491539001,445.0
199,0.4511353671550751,445.0
200,0.4446319878101349,445.0
201,0.4435743182897568,445.0
202,0.44464183151721953,445.0
203,0.4400269627571106,445.0
204,0.43833895623683927,445.0
205,0.4356034278869629,445.0
206,0.4362979680299759,445.0
207,0.4400005519390106,445.0
208,0.44130536913871765,445.0
209,0.4352461963891983,445.0
210,0.4304798454046249,445.0
211,0.4310992956161499,445.0
212,0.4282896608114243,445.0
213,0.42639176845550536,445.0
214,0.4298605591058731,445.0
215,0.42978779375553133,445.0
216,0.44320097267627717,445.0
217,0.43444846868515014,445.0
218,0.43723873794078827,445.0
219,0.4355051666498184,445.0
220,0.43462228775024414,445.0
221,0.4293630987405777,445.0
222,0.4308170109987259,445.0
223,0.42877413928508756,445.0
224,0.42460293769836427,445.0
225,0.4197579801082611,445.0
226,0.42038526833057405,445.0
227,0.41786781549453733,445.0
228,0.41708037853240965,445.0
229,0.41488524675369265,445.0
230,0.4155709475278854,445.0
231,0.41486369967460635,445.0
232,0.4156577318906784,445.0
233,0.409293469786644,445.0
234,0.41077755987644193,445.0
235,0.4097118705511093,445.0
236,0.40754418075084686,445.0
237,0.40562817454338074,445.0
238,0.401455283164978,445.0
239,0.40017983615398406,445.0
240,0.40187946557998655,445.0
241,0.40258629620075226,445.0
242,0.40057842433452606,445.0
243,0.3986945658922195,445.0
244,0.39772430062294006,445.0
245,0.4008968025445938,445.0
246,0.3969279289245605,445.0
247,0.3937948435544968,445.0
248,0.3961964726448059,445.0
249,0.39480566680431367,445.0
250,0.3916531682014465,445.0
251,0.38875551223754884,445.0
252,0.38617881536483767,445.0
253,0.38735921680927277,445.0
254,0.3874569684267044,445.0
255,0.38697374165058135,445.0
256,0.385161092877388,445.0
257,0.3870134562253952,445.0
258,0.383537757396698,445.0
259,0.38764633536338805,445.0
260,0.3818645656108856,445.0
261,0.3803096115589142,445.0
262,0.38107323050498965,445.0
263,0.37937613725662234,445.0
264,0.37604184448719025,445.0
265,0.3762784659862518,445.0
266,0.37469700276851653,445.0
267,0.3765996605157852,445.0
268,0.37357660830020906,445.0
269,0.3775628715753555,445.0
270,0.3734206140041351,445.0
271,0.3720009535551071,445.0
272,0.3696198523044586,445.0
273,0.3714700758457184,445.0
274,0.3648348391056061,445.0
275,0.3666505068540573,445.0
276,0.3663037806749344,445.0
277,0.36556269228458405,445.0
278,0.3628629207611084,445.0
279,0.3608989894390106,445.0
280,0.36429829001426695,445.0
281,0.3641379624605179,445.0
282,0.3628561943769455,445.0
283,0.36510756313800813,445.0
284,0.3635263204574585,445.0
285,0.3606512039899826,445.0
286,0.3576983898878098,445.0
287,0.3564602106809616,445.0
288,0.35435508489608764,445.0
289,0.35547428727149966,445.0
290,0.3515916794538498,445.0
291,0.35394075214862825,445.0
292,0.35111517906188966,445.0
293,0.3522797405719757,445.0
294,0.3499334901571274,445.0
295,0.3511729627847672,445.0
296,0.3498552143573761,445.0
297,0.3487260103225708,445.0
298,0.34622435867786405,445.0
299,0.3453569173812866,445.0
300,0.34305723011493683,445.0
301,0.34122122526168824,445.0
302,0.34590527713298796,445.0
303,0.34192454218864443,445.0
304,0.34119373857975005,445.0
305,0.3540907472372055,445.0
306,0.3480421990156174,445.0
307,0.3433783382177353,445.0
308,0.34074051678180695,445.0
309,0.3392013132572174,445.0
310,0.3390061676502228,445.0
311,0.3357644736766815,445.0
312,0.33839876055717466,445.0
313,0.3397364944219589,445.0
314,0.3375190317630768,445.0
315,0.3360946536064148,445.0
316,0.3356801807880402,445.0
317,0.33628080487251283,445.0
318,0.3344094276428223,445.0
319,0.33322053253650663,445.0
320,0.3307565003633499,445.0
321,0.33340801298618317,445.0
322,0.33258214592933655,445.0
323,0.3305005967617035,445.0
324,0.32942511439323424,445.0
325,0.3258073776960373,445.0
326,0.3306349545717239,445.0
327,0.32690203487873076,445.0
328,0.3249667823314667,445.0
329,0.32208818197250366,445.0
330,0.32739247381687164,445.0
331,0.3274273157119751,445.0
332,0.3228077530860901,445.0
333,0.3238953471183777,445.0
334,0.3216851234436035,445.0
335,0.31863564252853394,445.0
336,0.32160971462726595,445.0
337,0.321735218167305,445.0
338,0.318635693192482,445.0
339,0.3218291878700256,445.0
340,0.32218506634235383,445.0
341,0.3174548357725143,445.0
342,0.3191006451845169,445.0
343,0.314617982506752,445.0
344,0.3189545959234238,445.0
345,0.32067282497882843,445.0
346,0.31450934410095216,445.0
347,0.3160496026277542,445.0
348,0.3124666303396225,445.0
349,0.31025252044200896,445.0
350,0.3146069496870041,445.0
351,0.3131948262453079,445.0
352,0.3143589049577713,445.0
353,0.3152404189109802,445.0
354,0.31408190429210664,445.0
355,0.31001380980014803,445.0
356,0.30991724133491516,445.0
357,0.30941766798496245,445.0
358,0.3089945107698441,445.0
359,0.3074683904647827,445.0
360,0.30369543731212617,445.0
361,0.3058614581823349,445.0
362,0.3031857252120972,445.0
363,0.30470440685749056,445.0
364,0.30306088030338285,445.0
365,0.30476605892181396,445.0
366,0.30852361023426056,445.0
367,0.3047644764184952,445.0
368,0.3093008428812027,445.0
369,0.3051824361085892,445.0
370,0.30245950222015383,445.0
371,0.30050940811634064,445.0
372,0.29874221682548524,445.0
373,0.29937008321285247,445.0
374,0.2959975600242615,445.0
375,0.295922788977623,445.0
376,0.29657425582408903,445.0
377,0.296498692035675,445.0
378,0.29587134420871736,445.0
379,0.3003345102071762,445.0
380,0.29782559275627135,445.0
381,0.29532629549503325,445.0
382,0.29451812207698824,445.0
383,0.2954191595315933,445.0
384,0.2938592851161957,445.0
385,0.29191435873508453,445.0
386,0.2893269658088684,445.0
387,0.29039244055747987,445.0
388,0.2921550512313843,445.0
389,0.28983096182346346,445.0
390,0.29277035892009734,445.0
391,0.2912060499191284,445.0
392,0.2914395332336426,445.0
393,0.2884768217802048,445.0
394,0.29073908030986784,445.0
395,0.2867709755897522,445.0
396,0.2857070803642273,445.0
397,0.2851534694433212,445.0
398,0.28314908742904665,445.0
399,0.2853394329547882,445.0
400,0.2900884211063385,445.0
401,0.2887935608625412,445.0
402,0.2934327006340027,445.0
403,0.28982247710227965,445.0
404,0.2893286794424057,445.0
405,0.2873358577489853,445.0
406,0.28378762900829313,445.0
407,0.28517142236232756,445.0
408,0.3345242738723755,445.0
409,0.540081262588501,445.0
410,0.49993344247341154,445.0
411,0.47184011340141296,445.0
412,0.4503447383642197,445.0
413,0.42047672271728515,445.0
414,0.3977220952510834,445.0
415,0.3800198197364807,445.0
416,0.3678260207176208,445.0
417,0.3514440834522247,445.0
418,0.3593427985906601,445.0
419,0.3505279690027237,445.0
420,0.35419559478759766,445.0
421,0.37169370949268343,445.0
422,0.35774147808551787,445.0
423,0.3435293287038803,445.0
424,0.34706018567085267,445.0
425,0.32429277896881104,445.0
426,0.3197570890188217,445.0
427,0.31136740148067477,445.0
428,0.3131805270910263,445.0
429,0.3067786395549774,445.0
430,0.30446107387542726,445.0
431,0.296850660443306,445.0
432,0.29672580659389497,445.0
433,0.30434333980083467,445.0
434,0.3503079950809479,445.0
435,0.33326987624168397,445.0
436,0.3164687305688858,445.0
437,0.3041823446750641,445.0
438,0.30449575185775757,445.0
439,0.2974981367588043,445.0
440,0.29126603007316587,445.0
441,0.2867639988660812,445.0
442,0.2843277037143707,445.0
443,0.2853826999664307,445.0
444,0.28729496002197263,445.0
445,0.2840712070465088,445.0
446,0.2884105980396271,445.0
447,0.2838322341442108,445.0
448,0.2834956467151642,445.0
449,0.2760439276695251,445.0
450,0.28157519847154616,445.0
451,0.27966114580631257,445.0
452,0.2815462961792946,445.0
453,0.27941085398197174,445.0
454,0.2814742386341095,445.0
455,0.27953763902187345,445.0
456,0.2782397150993347,445.0
457,0.27171289175748825,445.0
458,0.27143002301454544,445.0
459,0.26755993366241454,445.0
460,0.2687614053487778,445.0
461,0.2690527945756912,445.0
462,0.2685565143823624,445.0
463,0.2688162237405777,445.0
464,0.26862026304006575,445.0
465,0.268646651506424,445.0
466,0.2681336387991905,445.0
467,0.26775174736976626,445.0
468,0.2657813310623169,445.0
469,0.264388644695282,445.0
470,0.2660521328449249,445.0
471,0.2640974119305611,445.0
472,0.2627892479300499,445.0
473,0.2635023042559624,445.0
474,0.26441552191972734,445.0
475,0.26264697015285493,445.0
476,0.259485650062561,445.0
477,0.26447571218013766,445.0
478,0.26381678581237794,445.0
479,0.260968354344368,445.0
480,0.2565695196390152,445.0
481,0.2563903257250786,445.0
482,0.25638571977615354,445.0
483,0.25707596093416213,445.0
484,0.2563421353697777,445.0
485,0.2559100404381752,445.0
486,0.260564948618412,445.0
487,0.2574179649353027,445.0
488,0.2550042852759361,445.0
489,0.2585271716117859,445.0
490,0.25528331398963927,445.0
491,0.2565139979124069,445.0
492,0.2565798476338387,445.0
493,0.2577218100428581,445.0
494,0.2558525875210762,445.0
495,0.2560040682554245,445.0
496,0.25512936860322954,445.0
497,0.2581856310367584,445.0
498,0.2588693544268608,445.0
499,0.25490092635154726,445.0

f1 score on testset: 0.7839
