Epoch,loss,feat_num
0,2.7538108348846437,1235.4
1,0.7551403999328613,1215.3
2,0.633019608259201,1188.2
3,0.6002198755741119,1128.6
4,0.5868958353996276,1054.0
5,0.5821100950241089,999.0
6,0.5763155996799469,949.5
7,0.5706744194030762,912.7
8,0.566825944185257,873.3
9,0.5648015975952149,843.8
10,0.5660326302051544,819.6
11,0.562290495634079,767.3
12,0.5649127542972565,731.2
13,0.5742919325828553,727.0
14,0.5732007265090943,721.3
15,0.5660347759723663,657.8
16,0.5587091088294983,616.4
17,0.5600840330123902,602.1
18,0.5569247305393219,592.0
19,0.5566429018974304,554.0
20,0.5625049412250519,600.4
21,0.5575999319553375,535.0
22,0.5490345895290375,471.3
23,0.5510708510875701,465.9
24,0.5603635489940644,487.6
25,0.5534726738929748,451.6
26,0.5472446262836457,433.1
27,0.5486235320568085,443.4
28,0.5465266466140747,430.3
29,0.5464961349964141,410.7
30,0.5426922082901001,445.0
31,0.5443721294403077,445.0
32,0.5389439940452576,445.0
33,0.5370794594287872,445.0
34,0.5407649338245392,445.0
35,0.5371675014495849,445.0
36,0.5322720408439636,445.0
37,0.5329198837280273,445.0
38,0.5307533144950867,445.0
39,0.5261408507823944,445.0
40,0.5261855483055115,445.0
41,0.5317041933536529,445.0
42,0.5271200299263,445.0
43,0.5230645954608917,445.0
44,0.5222622394561768,445.0
45,0.5286838352680207,445.0
46,0.5253977000713348,445.0
47,0.5212552964687347,445.0
48,0.5212648153305054,445.0
49,0.5242116332054139,445.0
50,0.5195577561855316,445.0
51,0.5173912525177002,445.0
52,0.5181306898593903,445.0
53,0.5171137630939484,445.0
54,0.5197643995285034,445.0
55,0.5135586559772491,445.0
56,0.5155053794384002,445.0
57,0.5174981594085694,445.0
58,0.5219066500663757,445.0
59,0.5146440446376801,445.0
60,0.5118801772594452,445.0
61,0.5101043045520782,445.0
62,0.5125276327133179,445.0
63,0.5097096264362335,445.0
64,0.5105412602424622,445.0
65,0.5098986923694611,445.0
66,0.5091169714927674,445.0
67,0.509875339269638,445.0
68,0.5089842945337295,445.0
69,0.509833139181137,445.0
70,0.5115310668945312,445.0
71,0.509641432762146,445.0
72,0.5081402271986007,445.0
73,0.5060839414596557,445.0
74,0.5058490693569183,445.0
75,0.501752969622612,445.0
76,0.5042418032884598,445.0
77,0.5052774339914322,445.0
78,0.5032858788967133,445.0
79,0.5014604508876801,445.0
80,0.5019643932580948,445.0
81,0.5052705407142639,445.0
82,0.5043822646141052,445.0
83,0.5116783440113067,445.0
84,0.5059102684259414,445.0
85,0.5037753969430924,445.0
86,0.5009184330701828,445.0
87,0.4999222785234451,445.0
88,0.5006040185689926,445.0
89,0.5015566527843476,445.0
90,0.5006631702184677,445.0
91,0.5019616156816482,445.0
92,0.49754320085048676,445.0
93,0.4991778314113617,445.0
94,0.4961501270532608,445.0
95,0.49648354649543763,445.0
96,0.49545165002346037,445.0
97,0.49540534019470217,445.0
98,0.49333254992961884,445.0
99,0.49506058394908903,445.0
100,0.49318270981311796,445.0
101,0.4915824502706528,445.0
102,0.4930145353078842,445.0
103,0.48824653327465056,445.0
104,0.48945012092590334,445.0
105,0.48854421377182006,445.0
106,0.4887735903263092,445.0
107,0.4888643532991409,445.0
108,0.4902282953262329,445.0
109,0.48720591366291044,445.0
110,0.48431482911109924,445.0
111,0.4858232349157333,445.0
112,0.48477678298950194,445.0
113,0.4850227445363998,445.0
114,0.4910313457250595,445.0
115,0.4873557209968567,445.0
116,0.48204466700553894,445.0
117,0.48120411336421964,445.0
118,0.479205846786499,445.0
119,0.4814352333545685,445.0
120,0.47863187789916994,445.0
121,0.47673624455928804,445.0
